SID,label,sentence
3003,1.0,Knead until stiff enough to hold its shape .
3004,2.8,That is in addition to any customs duties that may be assessed .
3005,-2.2,check the specs .
3006,-3.0,i would drink his spit
3007,1.4,Rutgers lost the national championship .
3008,0.2,You all have had to grow up so quickly because of this .
3009,-2.4,com ) if you do n't have these stores near you .
3010,-3.0,Smelly is bad .
3011,0.6,THOSE PASSENGERS GOING TO THE IN - TRANSIT/PROGRESSIVE CLEARANCE LOUNGE WILL GO THROUGH AN CBP INSPECTION .
3012,-1.6,"Playing soccer , wrestling maybe ."
3013,-0.6,But I will say the surgeries are NOT any picnic .
3014,2.2,Applied ecology applies ecological principles to the management of populations of crops and animals .
3015,0.4,TO SET A NEW RESTORE POINT : 1 .
3016,-2.6,"and so are you , so you should n't be speaking ."
3017,-1.6,The best product source on the web VISITATION RULES & ETC. .
3018,0.5,"If it is of the other person , you can ask him / her ."
3019,-2.0,some people are just sick in the head .
3020,-0.75,"It 's not that he lies , but he makes everything sound so good ."
3021,-0.6,FIRST you should educate yourself .
3022,-1.25,pdf manual for that sub .
3023,-0.8,A good way is to buy crest whitening solution .
3024,-1.2,It 's about 7 .
3025,-1.0,* Enjoy the little things in life .
3026,-0.2,No one knows .
3027,0.8,You will never stop learning once you have the simple tools of knowledge .
3028,-0.4,If you ' ve been together that long chances are you really enjoy being together .
3029,-3.0,Coke Pizza Snickers Black Jeans Shoes Cold
3030,-1.4,I ' m striclty Pawn Shop material .
3031,-1.8,"certainly every day gets boring , I will grant you that ."
3032,-1.6,you could probably do invites on a regular printer
3033,-2.6,how there were n't computers back in the ice age now were there sid
3034,-1.2,Do what 's right for her .
3035,0.0,She has some simple recipes and some more complex .
3036,0.8,# It is believed dinosaurs are extinct due to a giant meteor .
3037,-0.4,And you would have to leave answers to feed and change them
3038,1.4,Philodendron are also poisonous to cats .
3039,0.0,Most cases of sensitive teeth is due to gum recession .
3040,-1.6,"No , I ' m scared of them ."
3041,-0.4,Just remeber to listen to the instructions what your dentist will give you .
3042,-2.0,he is cute ~
3043,-1.0,are you paying her ?
3044,0.2,trim off the bottom 1/2 inch of the stalk .
3045,-0.8,"You could also make jell - o molds with fruit , or dirt cake with pudding ."
3046,-0.2,The rest is history .
3047,-3.0,i love LoVe LOVE ! ! ! ! !
3048,2.0,Increased exposure should lead to increased sales which should lead to increased profit .
3049,-2.8,What a fu * cking animal she is .
3050,-3.0,LOVE YOU LOT 'S
3051,0.0,"Yes , but you need to be invited by someone who has it ."
3052,2.25,REASONS FOR THE COLONIES Economic motives prompted colonization in Virginia .
3053,-1.4,Always go with the woman 's .
3054,-1.8,even your phone company might sell them .
3055,-1.4,Anyone that does not understand this has a real problem !
3056,-2.25,May the luck of the Gods be with u !
3057,-1.6,Can help it .
3058,-2.6,you two twins or what ?
3059,0.6,It was trying so hard to be the next great American horror film .
3060,-2.2,It is awesome .
3061,-2.4,lol ... these pizza hut q 's your asking make me laugh .
3062,-2.0,he 's doing good so far
3063,-2.4,She fancies you but wants you to make the first move ! ! !
3064,-0.4,Cut yourself some slack and keep up the good work ... .
3065,-1.0,"And by the transitive property , a roundhouse kick to the face ."
3066,0.0,You are not wasting your teacher 's time .
3067,-1.0,I am both .
3068,0.0,They usually have help like that .
3069,0.2,This one was a gem and was very inexpensive .
3070,-3.0,yes he is LOL
3071,0.8,I have been to most of the tourist spots in India and Nepal .
3072,-0.4,New England is a very good name for the price .
3073,-1.4,Because the air is thinner .
3074,-0.8,"If that works , then you can do that ."
3075,0.6,It is really hurtful .
3076,-2.4,Naww they have way too much work to do casting spells
3077,-1.5,"Yes , I know anything about Saturn ( the planet )"
3078,0.6,That time the line was a lot clearer .
3079,0.0,Reptiles appeared about 330 mya .
3080,-1.0,Yes I would .
3081,-1.2,Does n't it take the fun out of it for you ?
3082,-2.8,DO NOT USE MICROSUEDE ! ! ! ! !
3083,-2.25,( a ) Stun Gun .
3084,-1.4,You sound like you ' re in 8th grade
3085,-1.4,"For one , you have way too many fish for a 10-gallon tank ."
3086,-2.8,"Knocked Up , obviously ."
3087,-2.8,i do n't pay attention to that stuff .
3088,0.8,I am no authority on this but I have a need to answer .
3089,-0.4,no mutations are harmful .
3090,-1.0,Four of them make a full Orb .
3091,0.2,Abnormalities means things are abnormal .
3092,-1.4,neither they are both way too urban and large for my tastes .
3093,-0.333333333333,"Here I Am ( Come and Take Me ) , UB40 73 ."
3094,-0.8,it starts when Big Brother finishes .
3095,-0.6,I think you ' d probably be bored silly if you read my mind .
3096,-0.4,I could n't believe that I could actually understand what I was reading .
3097,-0.6,But what finally worked was nature .
3098,-0.2,What do you think ?
3099,-3.0,um k ps .
3100,0.0,Hare Rama Hare Krishna group .
3101,-0.8,I would start with 10-20 gallon tank !
3102,0.4,Secure each end with ribbon .
3103,1.0,I think it 's a combination of both politics and religion .
3104,-1.4,log file or may not .
3105,-0.8,Just google it .
3106,-0.8,bird seeds or even bird food .
3107,-0.2,i would recommend going to www.bookrags.com
3108,-2.8,but would i do anything i jus said ?
3109,-1.4,wear on forth finger from thumbside . May this help you .
3110,1.2,The battery and other internal parts were also reduced in size .
3111,0.4,Perhaps you could think about working from home or being your own boss .
3112,-1.2,You probably want to google it or read on WebMd .
3113,-1.2,"No , I have to disagree w/you ."
3114,-1.2,But they were long .
3115,-1.4,", but they have the RIGHT to ."
3116,-2.0,you have to go with the Trolley -- B ... .
3117,-1.0,then let them drive the car they liked .
3118,0.8,The sheet cake was only going to be about $ 50 .
3119,2.4,Participants enroll in a relatively inexpensive high deductible insurance plan .
3120,-1.4,What is the proof that God hates any one and for what .
3121,0.2,Congratulations and enjoy !
3122,-1.4,Keep it warm so it survives .
3123,-0.6,Just take care of yourself and do n't let this get you down .
3124,-1.0,They look at it to make sure it is not nasty or anything .
3125,-0.4,I studied abroad three times ( for free ) .
3126,-1.4,You need to do this .
3127,-0.2,They can help you out on this .
3128,1.2,You are quite the excellent example of the fall of man .
3129,0.0,"Yes , they can and will ."
3130,-2.4,no one can carry himself like that little green dude .
3131,-2.2,This is `` good . ''
3132,1.4,The optic lobes process information from the eyes .
3133,-1.6,I like Child of GOD .
3134,-1.4,"Utopia , unfortunately , does n't have a zip code ."
3135,0.6,They were thin in the foot and thick in the ankle .
3136,-3.0,WTF WHAT IS THAT EMAIL ME ! !
3137,-0.6,Jeremiah 31:3 Psalm 17:8 Psalm 27:5 Psalm 46:1 Psalm 121:7 -8
3138,-0.2,Only you can answer that because only you know your life circumstances .
3139,-1.4,"If it smells bad , do n't eat it ."
3140,-2.4,ouch that has to hurt .
3141,0.8,04/12/79 - Leach 's body is found in Suwanee St. Park in Florida .
3142,-0.2,The dog probably does get sad when your friend is away .
3143,0.6,"All walks of life : George Best , for example ."
3144,-3.0,if he treats u right
3145,-1.4,Al Sharpton is a racist `` nappy headed '' extortionist .
3146,0.4,It comes to a point where God no longer intervenes .
3147,-1.6,"everything they tried , worked out"
3148,-1.8,"REGARDLESS TO WHAT HAS HAPPENED IN THE PAST , HE OWES YOU THAT MONEY ."
3149,0.8,The average class size is 23 students .
3150,-2.6,Do n't worry !
3151,1.0,So he had managed to accrue many personal contacts .
3152,-1.6,Just reading this stressed me out .
3153,-1.6,she will lay down and stay there .
3154,1.2,FEMA is also not immediate assistance/emergency response .
3155,-1.8,Quirks and all .
3156,-2.4,I wouldnt suggest this if u have a cat that chases birds .
3157,1.0,Select one of them and then select apply .
3158,-0.6,In the lower ( ie .
3159,-1.8,What is your question ? ? ? ? ? ?
3160,-1.8,Why do some of the enemies look like that guy in the Tool video ?
3161,-0.4,There are certainly more pricey Canon
3162,-1.0,We could go on and on .
3163,0.2,Have you had any grief counseling ?
3164,2.0,Excessive uric acid causes kidney stones .
3165,-0.8,bird seeds a mixture of nuts and varius sunflower seeds and other plant seeds
3166,-2.8,his life is fuked ha ha ha ha ha ha ha ha
3167,-0.4,"But , no one has to convert at all ."
3168,-0.8,It will only lead to trouble .
3169,-1.0,that one is good .
3170,-1.0,REAL men do n't care what colour they wear
3171,-1.0,What was the purpose of breasts again ?
3172,-1.2,That kills the spirit of the tale .
3173,-1.6,hope that helps ...
3174,-2.8,TRY THIS OUT ! ! !
3175,1.6,Taking antibiotics is sometimes the best course of action .
3176,-2.2,That WOULD be a WISE IDEA ! ! !
3177,-2.6,politics screw everyone ! ! !
3178,-3.0,I hope they did n't kill him off ! ! !
3179,-0.5,Conseco Fieldhouse for Pacers
3180,-0.6,If you listen to them self confidence automatically comes with that .
3181,-1.0,Dry wall dust ?
3182,-1.8,Seriously ... it is very obvious that she is interested in you .
3183,0.6,"Dear Nadi Q , May the Almight Allah bless you ."
3184,-2.2,I do n't think I have one .
3185,-2.8,wow sounds awful ... u sound ugly ... use a house iron
3186,0.2,There is no cure .
3187,-1.4,My advice : Grow up .
3188,-0.2,It can vary a little .
3189,-3.0,do n't allow it kk !
3190,-0.4,They also learn about the diseases themselves .
3191,-1.0,There was no match amongst them !
3192,-2.8,i am but i have mates who do n't take muckers and still love trance
3193,-2.2,"Dem 's already said , it 's off the table ."
3194,-0.666666666667,"For More Details , Visit - http://www.profitfromnet.com http://www.profitfromnet.com/StudentLoan.htm http://www.profitfromnet.com/PartTimeJobs.htm http://www.profitfromnet.com/ReaEstate.htm http://www.profitfromnet.com/CreditCard.htm http://www.profitfromnet.com/CarInsurance.htm"
3195,-2.6,If you do n't you ' ll regret it later ! ! !
3196,-1.4,Hopefully at rehab getting help for an eating disorder .
3197,-0.4,Your team does not seem too good .
3198,1.8,But they were n't aware that the phrase actually translates as ` Railway ' .
3199,1.6,He should have never been president .
3200,0.6,"If we are united , there is no way that we can lose ."
3201,-3.0,me - and i just got high ! ! !
3202,-2.6,the same as emz s thinks ... ask her NOT ME ! ! !
3203,-1.6,People should be punished to talk like you do !
3204,-1.6,"I have one , I love it ."
3205,-1.0,I bought it for just under $ 4000 .
3206,-0.8,Just make sure the shin spray has no alcohal - it dries hair
3207,-0.8,NETSCAPOE 4.X USERS ARE THE MOST VULNERABLE TO CRASHING .
3208,0.8,I see the ruling by the courts as posturing to appease the pro - lifers .
3209,0.6,Most people are 100 - 126 .
3210,-2.4,imm sure you have it backwards .
3211,-0.8,They are welcome to him
3212,0.0,And Alabama is only one of 50 states In the USA .
3213,-0.4,It balances it out .
3214,-0.2,They broke up right before he came back to the states .
3215,1.66666666667,Acquired Immunodeficiency Syndrome ( AIDS )
3216,1.0,"In that case , it should be his responsibility to keep it secure ."
3217,-1.0,( on the 20th in fact )
3218,0.0,It was much cheaper than a meal .
3219,1.6,The ohm is a unit of electrical resistance .
3220,-0.6,"In politics , It is George W. Bush"
3221,1.2,"Virginia 350th Anniversary Celebration Corporation , 1957 ."
3222,1.4,"In order to get the job done , everyone has to work together ."
3223,0.8,"serve with lemon wedges , sea salt and melted butter ."
3224,-2.0,get a longer snake
3225,-3.0,an insect that makes a helluva noise in summers .
3226,2.4,The attack comes after six months of covert US and South Vietnamese naval operations .
3227,-1.0,"I take back the card and say , `` Gee , really ?"
3228,-2.0,"At least , we ' re not that fucking stupid ."
3229,0.2,Those who are open to illumination .
